0.000000000000000e+000,1.182944e+001,-1.179464e+001,-1.031395e-002
4.041055859382858e-008,1.182829e+001,-1.179543e+001,-4.544925e-003
6.325954490793428e-008,1.182764e+001,-1.179598e+001,-1.286736e-003
7.633216288216449e-008,1.182727e+001,-1.179633e+001,5.753209e-004
9.364998371057254e-008,1.182678e+001,-1.179681e+001,3.039893e-003
1.374635444882644e-007,1.182553e+001,-1.179801e+001,9.265980e-003
1.760586094690098e-007,1.182443e+001,-1.179909e+001,1.474046e-002
2.114588245009236e-007,1.182341e+001,-1.180008e+001,1.975352e-002
2.733547463454333e-007,1.182161e+001,-1.180185e+001,2.850151e-002
3.375200902846348e-007,1.181973e+001,-1.180371e+001,3.755008e-002
4.304030624107530e-007,1.181700e+001,-1.180645e+001,5.061562e-002
5.482008026656826e-007,1.181352e+001,-1.180998e+001,6.714862e-002
6.965018843150400e-007,1.180916e+001,-1.181448e+001,8.793826e-002
9.256689279205782e-007,1.180258e+001,-1.182140e+001,1.201348e-001
1.248438754588785e-006,1.179387e+001,-1.183073e+001,1.658908e-001
1.672919101469717e-006,1.178362e+001,-1.184190e+001,2.270834e-001
2.134192881199717e-006,1.177414e+001,-1.185245e+001,2.950304e-001
2.656246841361773e-006,1.176522e+001,-1.186265e+001,3.735242e-001
3.134210151373856e-006,1.175847e+001,-1.187063e+001,4.466462e-001
3.805601594112154e-006,1.175060e+001,-1.188031e+001,5.507755e-001
4.408019794245252e-006,1.174465e+001,-1.188795e+001,6.451688e-001
5.107034504989866e-006,1.173882e+001,-1.189582e+001,7.555829e-001
5.851978529257049e-006,1.173345e+001,-1.190340e+001,8.739602e-001
6.620847140710595e-006,1.172873e+001,-1.191039e+001,9.968128e-001
8.158584363615953e-006,1.172076e+001,-1.192273e+001,1.243708e+000
9.859018364035202e-006,1.171354e+001,-1.193442e+001,1.517889e+000
1.275573989300942e-005,1.170371e+001,-1.195077e+001,1.986509e+000
1.564574721725845e-005,1.169567e+001,-1.196368e+001,2.454856e+000
1.838842409736079e-005,1.168932e+001,-1.197286e+001,2.899587e+000
2.091328684846773e-005,1.168422e+001,-1.197917e+001,3.308864e+000
2.237423154323459e-005,1.168153e+001,-1.198201e+001,3.545514e+000
2.334268574101517e-005,1.167986e+001,-1.198352e+001,3.702267e+000
2.415232712565767e-005,1.167852e+001,-1.198462e+001,3.833233e+000
2.480945030414530e-005,1.167746e+001,-1.198542e+001,3.939478e+000
2.519718516684304e-005,1.167685e+001,-1.198587e+001,4.002146e+000
2.536845820205746e-005,1.167658e+001,-1.198605e+001,4.029821e+000
2.542214162995146e-005,1.167650e+001,-1.198610e+001,4.038494e+000
2.544949745052379e-005,1.167646e+001,-1.198613e+001,4.042913e+000
2.547356513225851e-005,1.167642e+001,-1.198616e+001,4.046802e+000
2.550057094712760e-005,1.167638e+001,-1.198619e+001,4.051165e+000
2.555458257686404e-005,1.167629e+001,-1.198624e+001,4.059890e+000
2.566260583633864e-005,1.167613e+001,-1.198635e+001,4.077339e+000
2.579238448981690e-005,1.167593e+001,-1.198648e+001,4.098300e+000
2.593273682713164e-005,1.167572e+001,-1.198662e+001,4.120967e+000
2.605561029224261e-005,1.167553e+001,-1.198673e+001,4.140809e+000
2.618834497367800e-005,1.167533e+001,-1.198686e+001,4.162241e+000
2.629077726742229e-005,1.167517e+001,-1.198695e+001,4.178778e+000
2.643281840598172e-005,1.167496e+001,-1.198708e+001,4.201707e+000
2.663169819681205e-005,1.167467e+001,-1.198726e+001,4.233808e+000
2.682973806226660e-005,1.167437e+001,-1.198742e+001,4.265768e+000
2.707147389489385e-005,1.167402e+001,-1.198762e+001,4.304769e+000
2.755494556014836e-005,1.167332e+001,-1.198799e+001,4.382739e+000
2.845712634760682e-005,1.167206e+001,-1.198860e+001,4.528134e+000
2.977154243544514e-005,1.167028e+001,-1.198934e+001,4.739676e+000
3.240037461112177e-005,1.166693e+001,-1.199044e+001,5.161839e+000
3.541739811363867e-005,1.166335e+001,-1.199130e+001,5.644834e+000
3.867435699482155e-005,1.165980e+001,-1.199188e+001,6.163780e+000
4.347404148569503e-005,1.165500e+001,-1.199240e+001,6.923954e+000
4.789654524421129e-005,1.165097e+001,-1.199269e+001,7.618917e+000
5.316675677528859e-005,1.164653e+001,-1.199293e+001,8.440511e+000
5.522460406721073e-005,1.164489e+001,-1.199301e+001,8.759144e+000
5.653140757951904e-005,1.164389e+001,-1.199305e+001,8.960494e+000
5.694515210630247e-005,1.164358e+001,-1.199306e+001,9.024096e+000
5.714036936349184e-005,1.164343e+001,-1.199307e+001,9.054070e+000
5.733723491648315e-005,1.164329e+001,-1.199307e+001,9.084278e+000
5.751980976989937e-005,1.164315e+001,-1.199308e+001,9.112281e+000
5.770177081966706e-005,1.164302e+001,-1.199308e+001,9.140178e+000
5.789060875084108e-005,1.164288e+001,-1.199309e+001,9.169113e+000
5.822543085311216e-005,1.164263e+001,-1.199310e+001,9.220377e+000
5.879146852471803e-005,1.164222e+001,-1.199312e+001,9.306955e+000
5.936236657617250e-005,1.164181e+001,-1.199313e+001,9.394176e+000
5.979178449416235e-005,1.164150e+001,-1.199315e+001,9.459710e+000
5.996834547900357e-005,1.164137e+001,-1.199315e+001,9.486634e+000
6.007053804756371e-005,1.164130e+001,-1.199315e+001,9.502211e+000
6.012631129378478e-005,1.164126e+001,-1.199316e+001,9.510710e+000
6.015590994833467e-005,1.164124e+001,-1.199316e+001,9.515220e+000
6.017352986505131e-005,1.164123e+001,-1.199316e+001,9.517905e+000
6.018109083696759e-005,1.164124e+001,-1.199316e+001,9.519058e+000
6.018586480478587e-005,1.164125e+001,-1.199316e+001,9.519788e+000
6.019112583706236e-005,1.164127e+001,-1.199316e+001,9.520593e+000
6.019772882956929e-005,1.164129e+001,-1.199316e+001,9.521604e+000
